"id","nome","status","estado_id","selecionada"
"1","AFONSO CLAUDIO","1","8",NULL
"2","AGUA DOCE DO NORTE","1","8",NULL
"3","AGUIA BRANCA","1","8",NULL
"4","ALEGRE","1","8",NULL
"5","ALFREDO CHAVES","1","8",NULL
"6","ALTO RIO NOVO","1","8",NULL
"7","ANCHIETA","1","8",NULL
"8","APIACA","1","8",NULL
"9","ARACRUZ","1","8",NULL
"10","ATILIO VIVACQUA","1","8",NULL
"11","BAIXO GUANDU","1","8",NULL
"12","BARRA DE SAO FRANCISCO","1","8",NULL
"13","BOA ESPERANCA","1","8",NULL
"14","BOM JESUS DO NORTE","1","8",NULL
"15","BREJETUBA","1","8",NULL
"16","CACHOEIRO DE ITAPEMIRIM","1","8",NULL
"17","CARIACICA","1","8",NULL
"18","CASTELO","1","8",NULL
"19","COLATINA","1","8",NULL
"20","CONCEICAO DA BARRA","1","8",NULL
"21","CONCEICAO DO CASTELO","1","8",NULL
"22","DIVINO DE SAO LOURENCO","1","8",NULL
"23","DOMINGOS MARTINS","1","8",NULL
"24","DORES DO RIO PRETO","1","8",NULL
"25","ECOPORANGA","1","8",NULL
"26","FUNDAO","1","8",NULL
"27","GOVERNADOR LINDENBERG","1","8",NULL
"28","GUACUI","1","8",NULL
"29","GUARAPARI","1","8",NULL
"30","IBATIBA","1","8",NULL
"31","IBIRACU","1","8",NULL
"32","IBITIRAMA","1","8",NULL
"33","ICONHA","1","8",NULL
"34","IRUPI","1","8",NULL
"35","ITAGUACU","1","8",NULL
"36","ITAPEMIRIM","1","8",NULL
"37","ITARANA","1","8",NULL
"38","IUNA","1","8",NULL
"39","JAGUARE","1","8",NULL
"40","JERONIMO MONTEIRO","1","8",NULL
"41","JOAO NEIVA","1","8",NULL
"42","LARANJA DA TERRA","1","8",NULL
"43","LINHARES","1","8",NULL
"44","MANTENOPOLIS","1","8",NULL
"45","MARATAIZES","1","8",NULL
"46","MARECHAL FLORIANO","1","8",NULL
"47","MARILANDIA","1","8",NULL
"48","MIMOSO DO SUL","1","8",NULL
"49","MONTANHA","1","8",NULL
"50","MUCURICI","1","8",NULL
"51","MUNIZ FREIRE","1","8",NULL
"52","MUQUI","1","8",NULL
"53","NOVA VENECIA","1","8",NULL
"54","PANCAS","1","8",NULL
"55","PEDRO CANARIO","1","8",NULL
"56","PINHEIROS","1","8",NULL
"57","PIUMA","1","8",NULL
"58","PONTO BELO","1","8",NULL
"59","PRESIDENTE KENNEDY","1","8",NULL
"60","RIO BANANAL","1","8",NULL
"61","RIO NOVO DO SUL","1","8",NULL
"62","SANTA LEOPOLDINA","1","8",NULL
"63","SANTA MARIA DE JETIBA","1","8",NULL
"64","SANTA TERESA","1","8",NULL
"65","SAO DOMINGOS DO NORTE","1","8",NULL
"66","SAO GABRIEL DA PALHA","1","8",NULL
"67","SAO JOSE DO CALCADO","1","8",NULL
"68","SAO MATEUS","1","8",NULL
"69","SAO ROQUE DO CANAA","1","8",NULL
"70","SERRA","1","8",NULL
"71","SOORETAMA","1","8",NULL
"72","VARGEM ALTA","1","8",NULL
"73","VENDA NOVA DO IMIGRANTE","1","8",NULL
"74","VIANA","1","8",NULL
"75","VILA PAVAO","1","8",NULL
"76","VILA VALERIO","1","8",NULL
"77","VILA VELHA","1","8",NULL
"78","VITORIA","1","8",NULL
"79","ACRELANDIA","1","1",NULL
"80","ASSIS BRASIL","1","1",NULL
"81","BRASILEIA","1","1",NULL
"82","BUJARI","1","1",NULL
"83","CAPIXABA","1","1",NULL
"84","CRUZEIRO DO SUL","1","1",NULL
"85","EPITACIOLANDIA","1","1",NULL
"86","FEIJO","1","1",NULL
"87","JORDAO","1","1",NULL
"88","MANCIO LIMA","1","1",NULL
"89","MANOEL URBANO","1","1",NULL
"90","MARECHAL THAUMATURGO","1","1",NULL
"91","PLACIDO DE CASTRO","1","1",NULL
"92","PORTO ACRE","1","1",NULL
"93","PORTO WALTER","1","1",NULL
"94","RIO BRANCO","1","1",NULL
"95","RODRIGUES ALVES","1","1",NULL
"96","SANTA ROSA DO PURUS","1","1",NULL
"97","SENA MADUREIRA","1","1",NULL
"98","SENADOR GUIOMARD","1","1",NULL
"99","TARAUACA","1","1",NULL
"100","XAPURI","1","1",NULL
"101","AGUA BRANCA","1","2",NULL
"102","ANADIA","1","2",NULL
"103","ARAPIRACA","1","2",NULL
"104","ATALAIA","1","2",NULL
"105","BARRA DE SANTO ANTONIO","1","2",NULL
"106","BARRA DE SAO MIGUEL","1","2",NULL
"107","BATALHA","1","2",NULL
"108","BELEM","1","2",NULL
"109","BELO MONTE","1","2",NULL
"110","BOCA DA MATA","1","2",NULL
"111","BRANQUINHA","1","2",NULL
"112","CACIMBINHAS","1","2",NULL
"113","CAJUEIRO","1","2",NULL
"114","CAMPESTRE","1","2",NULL
"115","CAMPO ALEGRE","1","2",NULL
"116","CAMPO GRANDE","1","2",NULL
"117","CANAPI","1","2",NULL
"118","CAPELA","1","2",NULL
"119","CARNEIROS","1","2",NULL
"120","CHA PRETA","1","2",NULL
"121","COITE DO NOIA","1","2",NULL
"122","COLONIA LEOPOLDINA","1","2",NULL
"123","COQUEIRO SECO","1","2",NULL
"124","CORURIPE","1","2",NULL
"125","CRAIBAS","1","2",NULL
"126","DELMIRO GOUVEIA","1","2",NULL
"127","DOIS RIACHOS","1","2",NULL
"128","ESTRELA DE ALAGOAS","1","2",NULL
"129","FEIRA GRANDE","1","2",NULL
"130","FELIZ DESERTO","1","2",NULL
"131","FLEXEIRAS","1","2",NULL
"132","GIRAU DO PONCIANO","1","2",NULL
"133","IBATEGUARA","1","2",NULL
"134","IGACI","1","2",NULL
"135","IGREJA NOVA","1","2",NULL
"136","INHAPI","1","2",NULL
"137","JACARE DOS HOMENS","1","2",NULL
"138","JACUIPE","1","2",NULL
"139","JAPARATINGA","1","2",NULL
"140","JARAMATAIA","1","2",NULL
"141","JEQUIA DA PRAIA","1","2",NULL
"142","JOAQUIM GOMES","1","2",NULL
"143","JUNDIA","1","2",NULL
"144","JUNQUEIRO","1","2",NULL
"145","LAGOA DA CANOA","1","2",NULL
"146","LIMOEIRO DE ANADIA","1","2",NULL
"147","MACEIO","1","2",NULL
"148","MAJOR ISIDORO","1","2",NULL
"149","MAR VERMELHO","1","2",NULL
"150","MARAGOGI","1","2",NULL
"151","MARAVILHA","1","2",NULL
"152","MARECHAL DEODORO","1","2",NULL
"153","MARIBONDO","1","2",NULL
"154","MATA GRANDE","1","2",NULL
"155","MATRIZ DE CAMARAGIBE","1","2",NULL
"156","MESSIAS","1","2",NULL
"157","MINADOR DO NEGRAO","1","2",NULL
"158","MONTEIROPOLIS","1","2",NULL
"159","MURICI","1","2",NULL
"160","NOVO LINO","1","2",NULL
"161","OLHO D`AGUA DAS FLORES","1","2",NULL
"162","OLHO D`AGUA DO CASADO","1","2",NULL
"163","OLHO D`AGUA GRANDE","1","2",NULL
"164","OLIVENCA","1","2",NULL
"165","OURO BRANCO","1","2",NULL
"166","PALESTINA","1","2",NULL
"167","PALMEIRA DOS INDIOS","1","2",NULL
"168","PAO DE ACUCAR","1","2",NULL
"169","PARICONHA","1","2",NULL
"170","PARIPUEIRA","1","2",NULL
"171","PASSO DE CAMARAGIBE","1","2",NULL
"172","PAULO JACINTO","1","2",NULL
"173","PENEDO","1","2",NULL
"174","PIACABUCU","1","2",NULL
"175","PILAR","1","2",NULL
"176","PINDOBA","1","2",NULL
"177","PIRANHAS","1","2",NULL
"178","POCO DAS TRINCHEIRAS","1","2",NULL
"179","PORTO CALVO","1","2",NULL
"180","PORTO DE PEDRAS","1","2",NULL
"181","PORTO REAL DO COLEGIO","1","2",NULL
"182","QUEBRANGULO","1","2",NULL
"183","RIO LARGO","1","2",NULL
"184","ROTEIRO","1","2",NULL
"185","SANTA LUZIA DO NORTE","1","2",NULL
"186","SANTANA DO IPANEMA","1","2",NULL
"187","SANTANA DO MUNDAU","1","2",NULL
"188","SAO BRAS","1","2",NULL
"189","SAO JOSE DA LAJE","1","2",NULL
"190","SAO JOSE DA TAPERA","1","2",NULL
"191","SAO LUIS DO QUITUNDE","1","2",NULL
"192","SAO MIGUEL DOS CAMPOS","1","2",NULL
"193","SAO MIGUEL DOS MILAGRES","1","2",NULL
"194","SAO SEBASTIAO","1","2",NULL
"195","SATUBA","1","2",NULL
"196","SENADOR RUI PALMEIRA","1","2",NULL
"197","TANQUE D`ARCA","1","2",NULL
"198","TAQUARANA","1","2",NULL
"199","TEOTONIO VILELA","1","2",NULL
"200","TRAIPU","1","2",NULL
"201","UNIAO DOS PALMARES","1","2",NULL
"202","VICOSA","1","2",NULL
"203","AMAPA","1","4",NULL
"204","CALCOENE","1","4",NULL
"205","CUTIAS","1","4",NULL
"206","FERREIRA GOMES","1","4",NULL
"207","ITAUBAL","1","4",NULL
"208","LARANJAL DO JARI","1","4",NULL
"209","MACAPA","1","4",NULL
"210","MAZAGAO","1","4",NULL
"211","OIAPOQUE","1","4",NULL
"212","PEDRA BRANCA DO AMAPARI","1","4",NULL
"213","PORTO GRANDE","1","4",NULL
"214","PRACUUBA","1","4",NULL
"215","SANTANA","1","4",NULL
"216","SERRA DO NAVIO","1","4",NULL
"217","TARTARUGALZINHO","1","4",NULL
"218","VITORIA DO JARI","1","4",NULL
"219","ALVARAES","1","3",NULL
"220","AMATURA","1","3",NULL
"221","ANAMA","1","3",NULL
"222","ANORI","1","3",NULL
"223","APUI","1","3",NULL
"224","ATALAIA DO NORTE","1","3",NULL
"225","AUTAZES","1","3",NULL
"226","BARCELOS","1","3",NULL
"227","BARREIRINHA","1","3",NULL
"228","BENJAMIN CONSTANT","1","3",NULL
"229","BERURI","1","3",NULL
"230","BOA VISTA DO RAMOS","1","3",NULL
"231","BOCA DO ACRE","1","3",NULL
"232","BORBA","1","3",NULL
"233","CAAPIRANGA","1","3",NULL
"234","CANUTAMA","1","3",NULL
"235","CARAUARI","1","3",NULL
"236","CAREIRO","1","3",NULL
"237","CAREIRO DA VARZEA","1","3",NULL
"238","COARI","1","3",NULL
"239","CODAJAS","1","3",NULL
"240","EIRUNEPE","1","3",NULL
"241","ENVIRA","1","3",NULL
"242","FONTE BOA","1","3",NULL
"243","GUAJARA","1","3",NULL
"244","HUMAITA","1","3",NULL
"245","IPIXUNA","1","3",NULL
"246","IRANDUBA","1","3",NULL
"247","ITACOATIARA","1","3",NULL
"248","ITAMARATI","1","3",NULL
"249","ITAPIRANGA","1","3",NULL
"250","JAPURA","1","3",NULL
"251","JURUA","1","3",NULL
"252","JUTAI","1","3",NULL
"253","LABREA","1","3",NULL
"254","MANACAPURU","1","3",NULL
"255","MANAQUIRI","1","3",NULL
"256","MANAUS","1","3",NULL
"257","MANICORE","1","3",NULL
"258","MARAA","1","3",NULL
"259","MAUES","1","3",NULL
"260","NHAMUNDA","1","3",NULL
"261","NOVA OLINDA DO NORTE","1","3",NULL
"262","NOVO AIRAO","1","3",NULL
"263","NOVO ARIPUANA","1","3",NULL
"264","PARINTINS","1","3",NULL
"265","PAUINI","1","3",NULL
"266","PRESIDENTE FIGUEIREDO","1","3",NULL
"267","RIO PRETO DA EVA","1","3",NULL
"268","SANTA ISABEL DO RIO NEGRO","1","3",NULL
"269","SANTO ANTONIO DO ICA","1","3",NULL
"270","SAO GABRIEL DA CACHOEIRA","1","3",NULL
"271","SAO PAULO DE OLIVENCA","1","3",NULL
"272","SAO SEBASTIAO DO UATUMA","1","3",NULL
"273","SILVES","1","3",NULL
"274","TABATINGA","1","3",NULL
"275","TAPAUA","1","3",NULL
"276","TEFE","1","3",NULL
"277","TONANTINS","1","3",NULL
"278","UARINI","1","3",NULL
"279","URUCARA","1","3",NULL
"280","URUCURITUBA","1","3",NULL
"281","ABAIRA","1","5",NULL
"282","ABARE","1","5",NULL
"283","ACAJUTIBA","1","5",NULL
"284","ADUSTINA","1","5",NULL
"285","AGUA FRIA","1","5",NULL
"286","AIQUARA","1","5",NULL
"287","ALAGOINHAS","1","5",NULL
"288","ALCOBACA","1","5",NULL
"289","ALMADINA","1","5",NULL
"290","AMARGOSA","1","5",NULL
"291","AMELIA RODRIGUES","1","5",NULL
"292","AMERICA DOURADA","1","5",NULL
"293","ANAGE","1","5",NULL
"294","ANDARAI","1","5",NULL
"295","ANDORINHA","1","5",NULL
"296","ANGICAL","1","5",NULL
"297","ANGUERA","1","5",NULL
"298","ANTAS","1","5",NULL
"299","ANTONIO CARDOSO","1","5",NULL
"300","ANTONIO GONCALVES","1","5",NULL
"301","APORA","1","5",NULL
"302","APUAREMA","1","5",NULL
"303","ARACAS","1","5",NULL
"304","ARACATU","1","5",NULL
"305","ARACI","1","5",NULL
"306","ARAMARI","1","5",NULL
"307","ARATACA","1","5",NULL
"308","ARATUIPE","1","5",NULL
"309","AURELINO LEAL","1","5",NULL
"310","BAIANOPOLIS","1","5",NULL
"311","BAIXA GRANDE","1","5",NULL
"312","BANZAE","1","5",NULL
"313","BARRA","1","5",NULL
"314","BARRA DA ESTIVA","1","5",NULL
"315","BARRA DO CHOCA","1","5",NULL
"316","BARRA DO MENDES","1","5",NULL
"317","BARRA DO ROCHA","1","5",NULL
"318","BARREIRAS","1","5",NULL
"319","BARRO ALTO","1","5",NULL
"320","BARRO PRETO (ANTIGO GOV. LOMANTO JR.)","1","5",NULL
"321","BARROCAS","1","5",NULL
"322","BELMONTE","1","5",NULL
"323","BELO CAMPO","1","5",NULL
"324","BIRITINGA","1","5",NULL
"325","BOA NOVA","1","5",NULL
"326","BOA VISTA DO TUPIM","1","5",NULL
"327","BOM JESUS DA LAPA","1","5",NULL
"328","BOM JESUS DA SERRA","1","5",NULL
"329","BONINAL","1","5",NULL
"330","BONITO","1","5",NULL
"331","BOQUIRA","1","5",NULL
"332","BOTUPORA","1","5",NULL
"333","BREJOES","1","5",NULL
"334","BREJOLANDIA","1","5",NULL
"335","BROTAS DE MACAUBAS","1","5",NULL
"336","BRUMADO","1","5",NULL
"337","BUERAREMA","1","5",NULL
"338","BURITIRAMA","1","5",NULL
"339","CAATIBA","1","5",NULL
"340","CABACEIRAS DO PARAGUACU","1","5",NULL
"341","CACHOEIRA","1","5",NULL
"342","CACULE","1","5",NULL
"343","CAEM","1","5",NULL
"344","CAETANOS","1","5",NULL
"345","CAETITE","1","5",NULL
"346","CAFARNAUM","1","5",NULL
"347","CAIRU","1","5",NULL
"348","CALDEIRAO GRANDE","1","5",NULL
"349","CAMACAN","1","5",NULL
"350","CAMACARI","1","5",NULL
"351","CAMAMU","1","5",NULL
"352","CAMPO ALEGRE DE LOURDES","1","5",NULL
"353","CAMPO FORMOSO","1","5",NULL
"354","CANAPOLIS","1","5",NULL
"355","CANARANA","1","5",NULL
"356","CANAVIEIRAS","1","5",NULL
"357","CANDEAL","1","5",NULL
"358","CANDEIAS","1","5",NULL
"359","CANDIBA","1","5",NULL
"360","CANDIDO SALES","1","5",NULL
"361","CANSANCAO","1","5",NULL
"362","CANUDOS","1","5",NULL
"363","CAPELA DO ALTO ALEGRE","1","5",NULL
"364","CAPIM GROSSO","1","5",NULL
"365","CARAIBAS","1","5",NULL
"366","CARAVELAS","1","5",NULL
"367","CARDEAL DA SILVA","1","5",NULL
"368","CARINHANHA","1","5",NULL
"369","CASA NOVA","1","5",NULL
"370","CASTRO ALVES","1","5",NULL
"371","CATOLANDIA","1","5",NULL
"372","CATU","1","5",NULL
"373","CATURAMA","1","5",NULL
"374","CENTRAL","1","5",NULL
"375","CHORROCHO","1","5",NULL
"376","CICERO DANTAS","1","5",NULL
"377","CIPO","1","5",NULL
"378","COARACI","1","5",NULL
"379","COCOS","1","5",NULL
"380","CONCEICAO DA FEIRA","1","5",NULL
"381","CONCEICAO DO ALMEIDA","1","5",NULL
"382","CONCEICAO DO COITE","1","5",NULL
"383","CONCEICAO DO JACUIPE","1","5",NULL
"384","CONDE","1","5",NULL
"385","CONDEUBA","1","5",NULL
"386","CONTENDAS DO SINCORA","1","5",NULL
"387","CORACAO DE MARIA","1","5",NULL
"388","CORDEIROS","1","5",NULL
"389","CORIBE","1","5",NULL
"390","CORONEL JOAO SA","1","5",NULL
"391","CORRENTINA","1","5",NULL
"392","COTEGIPE","1","5",NULL
"393","CRAVOLANDIA","1","5",NULL
"394","CRISOPOLIS","1","5",NULL
"395","CRISTOPOLIS","1","5",NULL
"396","CRUZ DAS ALMAS","1","5",NULL
"397","CURACA","1","5",NULL
"398","DARIO MEIRA","1","5",NULL
"399","DIAS D`AVILA","1","5",NULL
"400","DOM BASILIO","1","5",NULL
"401","DOM MACEDO COSTA","1","5",NULL
"402","ELISIO MEDRADO","1","5",NULL
"403","ENCRUZILHADA","1","5",NULL
"404","ENTRE RIOS","1","5",NULL
"405","ERICO CARDOSO","1","5",NULL
"406","ESPLANADA","1","5",NULL
"407","EUCLIDES DA CUNHA","1","5",NULL
"408","EUNAPOLIS","1","5",NULL
"409","FATIMA","1","5",NULL
"410","FEIRA DA MATA","1","5",NULL
"411","FEIRA DE SANTANA","1","5",NULL
"412","FILADELFIA","1","5",NULL
"413","FIRMINO ALVES","1","5",NULL
"414","FLORESTA AZUL","1","5",NULL
"415","FORMOSA DO RIO PRETO","1","5",NULL
"416","GANDU","1","5",NULL
"417","GAVIAO","1","5",NULL
"418","GENTIO DO OURO","1","5",NULL
"419","GLORIA","1","5",NULL
"420","GONGOGI","1","5",NULL
"421","GOVERNADOR MANGABEIRA","1","5",NULL
"422","GUAJERU","1","5",NULL
"423","GUANAMBI","1","5",NULL
"424","GUARATINGA","1","5",NULL
"425","HELIOPOLIS","1","5",NULL
"426","IACU","1","5",NULL
"427","IBIASSUCE","1","5",NULL
"428","IBICARAI","1","5",NULL
"429","IBICOARA","1","5",NULL
"430","IBICUI","1","5",NULL
"431","IBIPEBA","1","5",NULL
"432","IBIPITANGA","1","5",NULL
"433","IBIQUERA","1","5",NULL
"434","IBIRAPITANGA","1","5",NULL
"435","IBIRAPUA","1","5",NULL
"436","IBIRATAIA","1","5",NULL
"437","IBITIARA","1","5",NULL
"438","IBITITA","1","5",NULL
"439","IBOTIRAMA","1","5",NULL
"440","ICHU","1","5",NULL
"441","IGAPORA","1","5",NULL
"442","IGRAPIUNA","1","5",NULL
"443","IGUAI","1","5",NULL
"444","ILHEUS","1","5",NULL
"445","INHAMBUPE","1","5",NULL
"446","IPECAETA","1","5",NULL
"447","IPIAU","1","5",NULL
"448","IPIRA","1","5",NULL
"449","IPUPIARA","1","5",NULL
"450","IRAJUBA","1","5",NULL
"451","IRAMAIA","1","5",NULL
"452","IRAQUARA","1","5",NULL
"453","IRARA","1","5",NULL
"454","IRECE","1","5",NULL
"455","ITABELA","1","5",NULL
"456","ITABERABA","1","5",NULL
"457","ITABUNA","1","5",NULL
"458","ITACARE","1","5",NULL
"459","ITAETE","1","5",NULL
"460","ITAGI","1","5",NULL
"461","ITAGIBA","1","5",NULL
"462","ITAGIMIRIM","1","5",NULL
"463","ITAGUACU DA BAHIA","1","5",NULL
"464","ITAJU DO COLONIA","1","5",NULL
"465","ITAJUIPE","1","5",NULL
"466","ITAMARAJU","1","5",NULL
"467","ITAMARI","1","5",NULL
"468","ITAMBE","1","5",NULL
"469","ITANAGRA","1","5",NULL
"470","ITANHEM","1","5",NULL
"471","ITAPARICA","1","5",NULL
"472","ITAPE","1","5",NULL
"473","ITAPEBI","1","5",NULL
"474","ITAPETINGA","1","5",NULL
"475","ITAPICURU","1","5",NULL
"476","ITAPITANGA","1","5",NULL
"477","ITAQUARA","1","5",NULL
"478","ITARANTIM","1","5",NULL
"479","ITATIM","1","5",NULL
"480","ITIRUCU","1","5",NULL
"481","ITIUBA","1","5",NULL
"482","ITORORO","1","5",NULL
"483","ITUACU","1","5",NULL
"484","ITUBERA","1","5",NULL
"485","IUIU","1","5",NULL
"486","JABORANDI","1","5",NULL
"487","JACARACI","1","5",NULL
"488","JACOBINA","1","5",NULL
"489","JAGUAQUARA","1","5",NULL
"490","JAGUARARI","1","5",NULL
"491","JAGUARIPE","1","5",NULL
"492","JANDAIRA","1","5",NULL
"493","JEQUIE","1","5",NULL
"494","JEREMOABO","1","5",NULL
"495","JIQUIRICA","1","5",NULL
"496","JITAUNA","1","5",NULL
"497","JOAO DOURADO","1","5",NULL
"498","JUAZEIRO","1","5",NULL
"499","JUCURUCU","1","5",NULL
"500","JUSSARA","1","5",NULL
"501","JUSSARI","1","5",NULL
"502","JUSSIAPE","1","5",NULL
"503","LAFAIETE COUTINHO","1","5",NULL
"504","LAGOA REAL","1","5",NULL
"505","LAJE","1","5",NULL
"506","LAJEDAO","1","5",NULL
"507","LAJEDINHO","1","5",NULL
"508","LAJEDO DO TABOCAL","1","5",NULL
"509","LAMARAO","1","5",NULL
"510","LAPAO","1","5",NULL
"511","LAURO DE FREITAS","1","5",NULL
"512","LENCOIS","1","5",NULL
"513","LICINIO DE ALMEIDA","1","5",NULL
"514","LIVRAMENTO DE NOSSA SENHORA","1","5",NULL
"515","LUIS EDUARDO MAGALHAES","1","5",NULL
"516","MACAJUBA","1","5",NULL
"517","MACARANI","1","5",NULL
"518","MACAUBAS","1","5",NULL
"519","MACURURE","1","5",NULL
"520","MADRE DE DEUS","1","5",NULL
"521","MAETINGA","1","5",NULL
"522","MAIQUINIQUE","1","5",NULL
"523","MAIRI","1","5",NULL
"524","MALHADA","1","5",NULL
"525","MALHADA DE PEDRAS","1","5",NULL
"526","MANOEL VITORINO","1","5",NULL
"527","MANSIDAO","1","5",NULL
"528","MARACAS","1","5",NULL
"529","MARAGOGIPE","1","5",NULL
"530","MARAU","1","5",NULL
"531","MARCIONILIO SOUZA","1","5",NULL
"532","MASCOTE","1","5",NULL
"533","MATA DE SAO JOAO","1","5",NULL
"534","MATINA","1","5",NULL
"535","MEDEIROS NETO","1","5",NULL
"536","MIGUEL CALMON","1","5",NULL
"537","MILAGRES","1","5",NULL
"538","MIRANGABA","1","5",NULL
"539","MIRANTE","1","5",NULL
"540","MONTE SANTO","1","5",NULL
"541","MORPARA","1","5",NULL
"542","MORRO DO CHAPEU","1","5",NULL
"543","MORTUGABA","1","5",NULL
"544","MUCUGE","1","5",NULL
"545","MUCURI","1","5",NULL
"546","MULUNGU DO MORRO","1","5",NULL
"547","MUNDO NOVO","1","5",NULL
"548","MUNIZ FERREIRA","1","5",NULL
"549","MUQUEM DE SAO FRANCISCO","1","5",NULL
"550","MURITIBA","1","5",NULL
"551","MUTUIPE","1","5",NULL
"552","NAZARE","1","5",NULL
"553","NILO PECANHA","1","5",NULL
"554","NORDESTINA","1","5",NULL
"555","NOVA CANAA","1","5",NULL
"556","NOVA FATIMA","1","5",NULL
"557","NOVA IBIA","1","5",NULL
"558","NOVA ITARANA","1","5",NULL
"559","NOVA REDENCAO","1","5",NULL
"560","NOVA SOURE","1","5",NULL
"561","NOVA VICOSA","1","5",NULL
"562","NOVO HORIZONTE","1","5",NULL
"563","NOVO TRIUNFO","1","5",NULL
"564","OLINDINA","1","5",NULL
"565","OLIVEIRA DOS BREJINHOS","1","5",NULL
"566","OURICANGAS","1","5",NULL
"567","OUROLANDIA","1","5",NULL
"568","PALMAS DE MONTE ALTO","1","5",NULL
"569","PALMEIRAS","1","5",NULL
"570","PARAMIRIM","1","5",NULL
"571","PARATINGA","1","5",NULL
"572","PARIPIRANGA","1","5",NULL
"573","PAU BRASIL","1","5",NULL
"574","PAULO AFONSO","1","5",NULL
"575","PE DE SERRA","1","5",NULL
"576","PEDRAO","1","5",NULL
"577","PEDRO ALEXANDRE","1","5",NULL
"578","PIATA","1","5",NULL
"579","PILAO ARCADO","1","5",NULL
"580","PINDAI","1","5",NULL
"581","PINDOBACU","1","5",NULL
"582","PINTADAS","1","5",NULL
"583","PIRAI DO NORTE","1","5",NULL
"584","PIRIPA","1","5",NULL
"585","PIRITIBA","1","5",NULL
"586","PLANALTINO","1","5",NULL
"587","PLANALTO","1","5",NULL
"588","POCOES","1","5",NULL
"589","POJUCA","1","5",NULL
"590","PONTO NOVO","1","5",NULL
"591","PORTO SEGURO","1","5",NULL
"592","POTIRAGUA","1","5",NULL
"593","PRADO","1","5",NULL
"594","PRESIDENTE DUTRA","1","5",NULL
"595","PRESIDENTE JANIO QUADROS","1","5",NULL
"596","PRESIDENTE TANCREDO NEVES","1","5",NULL
"597","QUEIMADAS","1","5",NULL
"598","QUIJINGUE","1","5",NULL
"599","QUIXABEIRA","1","5",NULL
"600","RAFAEL JAMBEIRO","1","5",NULL
"601","REMANSO","1","5",NULL
"602","RETIROLANDIA","1","5",NULL
"603","RIACHAO DAS NEVES","1","5",NULL
"604","RIACHAO DO JACUIPE","1","5",NULL
"605","RIACHO DE SANTANA","1","5",NULL
"606","RIBEIRA DO AMPARO","1","5",NULL
"607","RIBEIRA DO POMBAL","1","5",NULL
"608","RIBEIRAO DO LARGO","1","5",NULL
"609","RIO DE CONTAS","1","5",NULL
"610","RIO DO ANTONIO","1","5",NULL
"611","RIO DO PIRES","1","5",NULL
"612","RIO REAL","1","5",NULL
"613","RODELAS","1","5",NULL
"614","RUY BARBOSA","1","5",NULL
"615","SALINAS DA MARGARIDA","1","5",NULL
"616","SALVADOR","1","5",NULL
"617","SANTA BARBARA","1","5",NULL
"618","SANTA BRIGIDA","1","5",NULL
"619","SANTA CRUZ CABRALIA","1","5",NULL
"620","SANTA CRUZ DA VITORIA","1","5",NULL
"621","SANTA INES","1","5",NULL
"622","SANTA LUZIA","1","5",NULL
"623","SANTA MARIA DA VITORIA","1","5",NULL
"624","SANTA RITA DE CASSIA","1","5",NULL
"625","SANTA TERESINHA","1","5",NULL
"626","SANTALUZ","1","5",NULL
"627","SANTANA","1","5",NULL
"628","SANTANOPOLIS","1","5",NULL
"629","SANTO AMARO","1","5",NULL
"630","SANTO ANTONIO DE JESUS","1","5",NULL
"631","SANTO ESTEVAO","1","5",NULL
"632","SAO DESIDERIO","1","5",NULL
"633","SAO DOMINGOS","1","5",NULL
"634","SAO FELIPE","1","5",NULL
"635","SAO FELIX","1","5",NULL
"636","SAO FELIX DO CORIBE","1","5",NULL
"637","SAO FRANCISCO DO CONDE","1","5",NULL
"638","SAO GABRIEL","1","5",NULL
"639","SAO GONCALO DOS CAMPOS","1","5",NULL
"640","SAO JOSE DA VITORIA","1","5",NULL
"641","SAO JOSE DO JACUIPE","1","5",NULL
"642","SAO MIGUEL DAS MATAS","1","5",NULL
"643","SAO SEBASTIAO DO PASSE","1","5",NULL
"644","SAPEACU","1","5",NULL
"645","SATIRO DIAS","1","5",NULL
"646","SAUBARA","1","5",NULL
"647","SAUDE","1","5",NULL
"648","SEABRA","1","5",NULL
"649","SEBASTIAO LARANJEIRAS","1","5",NULL
"650","SENHOR DO BONFIM","1","5",NULL
"651","SENTO SE","1","5",NULL
"652","SERRA DO RAMALHO","1","5",NULL
"653","SERRA DOURADA","1","5",NULL
"654","SERRA PRETA","1","5",NULL
"655","SERRINHA","1","5",NULL
"656","SERROLANDIA","1","5",NULL
"657","SIMOES FILHO","1","5",NULL
"658","SITIO DO MATO","1","5",NULL
"659","SITIO DO QUINTO","1","5",NULL
"660","SOBRADINHO","1","5",NULL
"661","SOUTO SOARES","1","5",NULL
"662","TABOCAS DO BREJO VELHO","1","5",NULL
"663","TANHACU","1","5",NULL
"664","TANQUE NOVO","1","5",NULL
"665","TANQUINHO","1","5",NULL
"666","TAPEROA","1","5",NULL
"667","TAPIRAMUTA","1","5",NULL
"668","TEIXEIRA DE FREITAS","1","5",NULL
"669","TEODORO SAMPAIO","1","5",NULL
"670","TEOFILANDIA","1","5",NULL
"671","TEOLANDIA","1","5",NULL
"672","TERRA NOVA","1","5",NULL
"673","TREMEDAL","1","5",NULL
"674","TUCANO","1","5",NULL
"675","UAUA","1","5",NULL
"676","UBAIRA","1","5",NULL
